Error,GT,Prediction
3.324350357055664,28.0,24.67565
12.166818618774414,34.0,21.833181
3.73483848571777,27.999999999999996,24.265162
9.894784927368164,35.0,25.105215
3.479415893554691,28.000000000000004,24.520584
3.495927810668938,28.999999999999993,25.504072
3.4828643798828125,26.0,22.517136
10.558429718017585,32.00000000000001,21.44157
13.157512664794929,34.00000000000001,20.842487
10.76956558227539,32.0,21.230434
10.9254150390625,31.0,20.074585
2.7823066711425817,25.000000000000004,22.217693
9.756462097167969,32.0,22.243538
1.1362533569335902,25.999999999999996,24.863747
9.906600952148445,35.00000000000001,25.0934
1.101043701171875,25.0,23.898956
4.182979583740234,29.0,24.81702
8.820888519287116,33.00000000000001,24.179111
12.391525268554688,34.0,21.608475
1.0031871795654261,21.000000000000004,22.003187
9.99730110168457,32.0,22.002699
11.60238265991211,32.0,20.397617
6.735408782958984,32.0,25.264591
12.977794647216797,34.0,21.022205
1.229263305664066,27.000000000000004,25.770737
11.912698745727539,32.0,20.087301
6.365201950073246,29.000000000000004,22.634798
2.406684875488285,28.000000000000004,25.593315
11.25805854797364,32.00000000000001,20.741941
7.293615341186523,32.0,24.706385
7.502937316894531,32.0,24.497063
11.032421112060547,32.0,20.967579
2.5441780090332067,27.000000000000004,24.455822
4.927728652954102,29.0,24.072271
12.856414794921875,34.0,21.143585
9.897884368896484,35.0,25.102116
9.353851318359375,33.0,23.646149
2.927505493164059,25.999999999999996,23.072495
13.067596435546875,34.0,20.932404
2.7972793579101562,27.0,24.20272
1.58819580078125,25.0,23.411804
3.5724868774414062,26.0,22.427513
3.660535812377926,25.999999999999996,22.339464
8.693740844726562,33.0,24.30626
9.751502990722656,31.0,21.248497
6.760765075683594,32.0,25.239235
14.138206481933594,34.0,19.861794
2.5118026733398473,25.000000000000004,22.488197
7.527469635009766,32.0,24.47253
10.789505004882812,34.0,23.210495
2.673490524291992,27.0,24.32651
10.176624298095703,32.0,21.823376
10.25190353393555,31.000000000000004,20.748096
2.214241027832035,28.000000000000004,25.785759
1.2984733581542969,26.0,24.701527
7.632877349853512,31.999999999999996,24.367123
11.73763656616211,34.0,22.262363
12.348430633544922,35.0,22.65157
3.476104736328125,28.0,24.523895
7.528749465942383,32.0,24.47125
3.359514236450199,28.000000000000004,24.640486
11.950202941894531,34.0,22.049797
10.650938034057617,32.0,21.349062
1.3485755920410192,22.000000000000004,20.651424
1.167470932006836,22.0,20.83253
1.6413192749023438,23.0,21.35868
0.7298088073730469,22.0,21.270191
0.5193061828613317,22.000000000000004,21.480694
1.6150894165039062,22.0,20.38491
1.3359718322753906,22.0,20.664028
0.744537353515625,22.0,21.255463
1.5672016143798864,22.000000000000004,20.432798
1.6940078735351562,23.0,21.305992
1.5969619750976562,23.0,21.403038
0.10033798217773082,22.000000000000004,22.100338
0.5175895690917933,21.999999999999996,21.48241
0.988805770874027,22.000000000000004,21.011194
1.0699729919433594,22.0,20.930027
0.5765094757080078,22.0,21.42349
0.22755050659179688,22.0,21.77245
0.4235076904296875,22.0,21.576492
0.4617748260498047,22.0,21.538225
0.4307422637939453,22.0,21.569258
0.305023193359375,22.0,21.694977
0.29850006103515625,22.0,21.7015
1.858718872070309,22.999999999999996,21.141281
0.7835159301757884,22.000000000000007,21.216484
0.5599746704101598,22.000000000000004,21.440025
0.259796142578125,22.0,21.740204
0.1917266845703125,22.0,22.191727
0.23207473754882812,22.0,21.767925
1.5035781860351598,23.000000000000004,21.496422
0.21584129333495738,21.999999999999996,21.784159
0.4438343048095703,22.0,21.556166
0.84765625,22.0,21.152344
0.16087722778320312,22.0,21.839123
0.17456817626953125,22.0,21.825432
1.7325859069824219,23.0,21.267414
1.4715557098388672,22.0,20.528444
0.24087905883789418,22.000000000000004,21.75912
1.5287628173828196,22.000000000000007,20.471237
1.611822128295902,23.000000000000004,21.388178
0.06826400756835938,22.0,22.068264
0.590377807617191,22.000000000000004,21.409622
0.7712783813476562,22.0,21.228722
0.3145103454589844,22.0,21.68549
0.3083839416503942,22.000000000000004,21.691616
1.0181961059570312,22.0,20.981804
1.6668319702148438,23.0,21.333168
0.9030036926269567,22.000000000000004,21.096996
0.8384208679199254,22.000000000000004,21.16158
0.6669750213623011,21.999999999999996,21.333025
0.2925605773925781,22.0,22.29256
0.14612579345703125,22.0,21.853874
0.8198566436767578,22.0,21.180143
0.32084846496582387,22.000000000000004,21.679152
0.6213760375976562,22.0,21.378624
1.5899085998535156,23.0,21.410091
0.5101242065429688,22.0,21.489876
1.5678634643554723,23.000000000000004,21.432137
0.4222869873046875,22.0,21.577713
0.8305206298828125,22.0,21.16948
1.4347534179687464,21.999999999999996,20.565247
0.016929626464847303,22.000000000000004,21.98307
1.6600799560546875,23.0,21.33992
1.7057571411132812,23.0,21.294243
0.48501396179198863,21.999999999999996,21.514986
1.6340103149414062,23.0,21.36599
0.49222564697265625,22.0,21.507774
0.7224922180175781,22.0,21.277508
0.6819953918457031,22.0,21.318005
0.246429443359375,22.0,21.75357
1.8768978118896484,23.0,21.123102
1.7100334167480504,23.000000000000004,21.289967
1.5829200744628906,23.0,21.41708
1.5510292053222692,23.000000000000004,21.44897
0.41730690002441406,22.0,21.582693
0.46901130676269887,22.000000000000004,21.530989
0.2989311218261719,22.0,21.701069
1.51007080078125,22.0,20.48993
0.5210151672363281,22.0,21.478985
1.5488624572753942,23.000000000000004,21.451138
0.0927276611328125,22.0,21.907272
1.4113769531250036,23.000000000000004,21.588623
0.14144897460937145,22.000000000000004,22.141449
1.6674575805664062,23.0,21.332542
0.018041610717773438,22.0,22.018042
1.581222534179691,22.000000000000004,20.418777
0.16553115844726207,21.999999999999996,21.834469
1.7531394958496094,23.0,21.24686
0.13584518432617543,22.000000000000004,21.864155
0.5030689239501953,22.0,21.496931
0.0386428833007848,21.999999999999996,22.038643
1.5186481475830078,22.0,20.481352
0.6398506164550781,22.0,21.36015
0.22992324829101207,21.999999999999996,21.770077
1.5478057861328125,23.0,21.452194
0.2903709411621129,22.000000000000004,21.70963
0.4251518249511683,21.999999999999996,21.574848
1.1908111572265625,22.0,20.809189
1.0164299011230469,22.0,20.98357
1.6384506225585938,23.0,21.36155
0.5878162384033203,22.0,21.412184
1.6603202819824183,22.999999999999996,21.33968
1.4440803527832031,22.0,20.55592
1.8016376495361364,23.000000000000004,21.198362
0.12994766235351562,22.0,21.870052
1.4510574340820312,22.0,20.548943
0.05906867980957031,22.0,21.940931
1.5488243103027344,23.0,21.451176
0.3681755065917969,22.0,21.631824
1.1637344360351527,21.999999999999996,20.836266
0.9556427001953125,22.0,21.044357
0.4449386596679723,22.000000000000004,21.555061
1.6814117431640625,23.0,21.318588
1.1291446685791016,22.0,20.870855
0.16843414306640625,22.0,22.168434
0.5890769958496094,22.0,21.410923
0.9293861389160156,22.0,21.070614
0.22814559936523082,21.999999999999996,21.771854
0.39093780517578125,22.0,21.609062
1.0892887115478516,22.0,20.910711
0.4997749328613281,22.0,21.500225
0.07352638244628906,22.0,21.926474
0.13771820068359375,22.0,21.862282
1.5170154571533168,21.999999999999996,20.482985
0.7676906585693324,21.999999999999996,21.23231
1.2895393371582031,23.0,21.71046
0.2949180603027344,22.0,21.705082
0.6893157958984375,22.0,21.310684
1.7860050201416051,23.000000000000004,21.213995
1.6167716979980469,23.0,21.383228
1.4047088623046875,23.0,21.595291
1.4429359436035156,22.0,20.557064
0.6796760559082031,22.0,21.320324
0.49173736572265625,22.0,21.508263
0.3179740905761719,22.0,21.682026
1.7809524536132812,23.0,21.219048
0.3423347473144567,22.000000000000004,21.657665
0.5167922973632812,22.0,21.483208
0.2950477600097656,22.0,21.704952
0.5098609924316406,22.0,21.490139
1.0489616394043004,22.000000000000004,20.951038
0.26821136474609375,22.0,21.731789
1.7700729370117188,23.0,21.229927
1.6445884704589844,22.0,20.355412
0.3232955932617223,22.000000000000004,21.676704
0.566879272460941,22.000000000000004,21.43312
0.5264701843261719,22.0,21.47353
1.2963790893554688,22.0,20.70362
0.3680419921875,22.0,21.631958
0.9812698364257812,22.0,21.01873
0.9459762573242188,22.0,21.054024
2.6491470336914062,23.0,25.649147
6.791107177734375,18.0,24.791107
8.199020385742188,15.0,23.19902
6.254192352294922,18.0,24.254192
5.376020431518555,19.0,24.37602
3.1399612426757812,21.0,24.139961
2.2560958862304723,22.999999999999996,25.256096
6.077085494995117,18.0,24.077085
3.4545326232910156,21.0,24.454533
8.084569931030273,15.0,23.08457
7.903186798095703,15.0,22.903187
7.655719757080082,16.999999999999996,24.65572
4.208108901977539,21.0,25.208109
6.602762222290039,18.0,24.602762
3.350698471069336,21.0,24.350698
7.009063720703125,18.0,25.009064
6.199542999267578,19.0,25.199543
5.384981155395508,21.0,26.384981
9.45294189453125,16.0,25.452942
5.667583465576168,21.000000000000004,26.667583
8.679422378540039,17.0,25.679422
7.433155059814453,17.0,24.433155
7.721094131469727,15.0,22.721094
7.173330307006836,20.0,27.17333
9.84494400024414,16.0,25.844944
7.42436408996582,17.0,24.424364
7.582557678222656,17.0,24.582558
11.067985534667969,15.0,26.067986
8.482433319091797,15.0,23.482433
9.390392303466799,15.999999999999998,25.390392
9.334514617919922,15.0,24.334515
6.04640007019043,18.0,24.0464
11.262378692626953,15.0,26.262379
5.447364807128903,20.000000000000004,25.447365
4.708744049072266,17.0,21.708744
2.448291778564453,22.0,24.448292
5.001430511474609,20.0,25.00143
3.3240852355956996,21.000000000000004,24.324085
7.629081726074219,15.0,22.629082
4.576318740844727,20.0,24.576319
9.204147338867188,15.0,24.204147
9.375526428222656,15.0,24.375526
5.0131378173828125,19.0,24.013138
5.301877975463867,19.0,24.301878
6.792110443115234,18.0,24.79211
7.5292434692382795,15.000000000000002,22.529243
3.8061676025390625,21.0,24.806168
5.879997253417969,21.0,26.879997
5.857456207275391,18.0,23.857456
7.598590850830078,17.0,24.59859
7.308837890625,17.0,24.308838
7.987636566162109,17.0,24.987637
7.778261184692379,17.000000000000004,24.778261
8.386781692504883,17.0,25.386782
7.917266845703125,15.0,22.917267
6.251094818115231,20.000000000000004,26.251095
4.980344772338871,16.999999999999996,21.980345
6.644126892089844,20.0,26.644127
3.817218780517578,21.0,24.817219
2.114383697509762,22.000000000000004,24.114384
7.4079437255859375,17.0,24.407944
7.4263458251953125,15.0,22.426346
5.039239883422855,16.999999999999996,22.03924
7.832298278808594,17.0,24.832298
4.735332489013672,17.0,21.735332
7.821649551391602,17.0,24.82165
7.191423416137695,18.0,25.191423
6.751859664916992,20.0,26.75186
7.850208282470703,17.0,24.850208
7.749767303466795,15.000000000000002,22.749767
8.186225891113281,15.0,23.186226
5.9881134033203125,16.0,21.988113
4.746816635131836,17.0,21.746817
7.547080993652344,17.0,24.547081
6.588680267333984,18.0,24.58868
9.038459777832031,16.0,25.03846
3.2813816070556605,21.000000000000004,24.281382
6.315036773681637,21.000000000000004,27.315037
4.6250152587890625,17.0,21.625015
7.807598114013672,17.0,24.807598
7.682109832763672,15.0,22.68211
11.466617584228516,15.0,26.466618
7.576259613037109,15.0,22.57626
9.216999053955075,16.000000000000004,25.217
2.6922473907470703,23.0,25.692247
8.168224334716797,17.0,25.168224
4.956508636474609,17.0,21.956509
8.050411224365234,17.0,25.050411
4.678718566894531,19.0,23.678719
9.924283981323242,16.0,25.924284
2.47366905212402,22.000000000000004,24.47367
7.60869026184082,17.0,24.60869
10.650623321533205,14.999999999999998,25.650623
7.844470977783203,15.0,22.844471
7.927526473999023,17.0,24.927526
5.434837341308594,19.0,24.434837
6.8884372711181605,18.000000000000004,24.888437
7.461536407470703,18.0,25.461536
7.315351486206053,15.000000000000002,22.315351
6.645744323730469,18.0,24.645744
7.841732025146484,15.0,22.841732
2.7164230346679688,23.0,25.716423
7.573204040527344,15.0,22.573204
8.070507049560547,17.0,25.070507
2.9455184936523366,21.000000000000007,23.945518
5.14704704284668,20.0,25.147047
4.818370819091797,17.0,21.81837
7.902423858642578,17.0,24.902424
7.266664505004883,18.0,25.266665
3.679910659790039,21.0,24.67991
5.033561706542969,19.0,24.033562
8.619405746459961,15.0,23.619406
6.685529708862305,18.0,24.68553
7.555627822875977,17.0,24.555628
10.289983749389648,16.0,26.289984
6.488882064819336,18.0,24.488882
4.816373825073242,21.0,25.816374
4.2018585205078125,21.0,25.201859
6.823188781738278,18.000000000000004,24.823189
10.355548858642575,16.000000000000004,26.355549
7.262485504150391,17.0,24.262486
5.287624359130859,20.0,25.287624
2.827533721923828,23.0,25.827534
6.515741348266598,20.000000000000004,26.515741
8.119472503662108,15.000000000000002,23.119473
4.69987678527832,19.0,23.699877
9.539104461669922,15.0,24.539104
7.530439376831055,15.0,22.53044
7.740232467651364,15.000000000000004,22.740232
8.094509124755858,15.000000000000002,23.09451
2.840057373046875,21.0,23.840057
7.956974029541016,17.0,24.956974
5.045192718505863,20.999999999999996,26.045193
5.472969055175781,19.0,24.47297
6.270401000976564,15.999999999999998,22.270401
5.807134628295898,21.0,26.807135
6.250288009643555,20.0,26.250288
9.270225524902346,15.999999999999998,25.270226
7.009578704833984,18.0,25.009579
7.997495651245117,17.0,24.997496
7.994209289550781,17.0,24.99421
7.838233947753906,15.0,22.838234
3.0412368774414062,21.0,24.041237
5.760015487670898,19.0,24.760015
5.015295028686523,20.0,25.015295
9.875062942504883,16.0,25.875063
3.0755062103271484,21.0,24.075506
7.86485481262207,17.0,24.864855
6.206794738769531,18.0,24.206795
6.83509635925293,18.0,24.835096
6.748006820678711,10.0,16.748007
6.906972885131836,10.0,16.906973
4.2319793701171875,12.0,16.23198
6.811519622802734,10.0,16.81152
5.6498184204101545,11.000000000000002,16.649818
6.5124664306640625,10.0,16.512466
6.417644500732422,10.0,16.417645
5.709676742553711,11.0,16.709677
6.57635498046875,10.0,16.576355
3.0613708496093768,12.999999999999998,16.06137
3.398328781127928,13.000000000000002,16.398329
4.658561706542969,12.0,16.658562
6.829509735107422,10.0,16.82951
6.813808441162109,10.0,16.813808
6.847175598144531,10.0,16.847176
6.799837112426758,10.0,16.799837
5.680219650268555,11.0,16.68022
6.038555145263672,11.0,17.038555
5.2614288330078125,11.0,16.261429
5.880714416503906,11.0,16.880714
6.850667953491211,10.0,16.850668
4.658977508544922,12.0,16.658978
3.146747589111328,13.0,16.146748
5.8805389404296875,11.0,16.880539
4.276374816894531,12.0,16.276375
5.825897216796875,11.0,16.825897
5.734640121459961,11.0,16.73464
5.234378814697266,11.0,16.234379
3.2274398803710955,12.999999999999998,16.22744
5.091785430908203,11.0,16.091785
4.391468048095703,12.0,16.391468
6.748006820678711,10.0,16.748007
5.198394775390625,11.0,16.198395
5.8863372802734375,11.0,16.886337
3.803123474121092,13.000000000000002,16.803123
6.328067779541016,10.0,16.328068
5.780569076538086,11.0,16.78057
6.547283172607422,10.0,16.547283
3.0139198303222656,13.0,16.01392
5.69264030456543,11.0,16.69264
4.350196838378906,12.0,16.350197
4.341747283935547,12.0,16.341747
5.475027084350586,11.0,16.475027
5.782819747924805,11.0,16.78282
6.856044769287109,10.0,16.856045
3.2256107330322266,13.0,16.22561
6.951740264892578,10.0,16.95174
5.774528503417969,11.0,16.774529
5.6268463134765625,11.0,16.626846
4.738487243652344,12.0,16.738487
5.59063720703125,11.0,16.590637
6.088207244873047,11.0,17.088207
5.796472549438477,11.0,16.796473
5.869241714477539,11.0,16.869242
3.0611000061035174,12.999999999999998,16.0611
5.749065399169922,11.0,16.749065
3.4906005859375,13.0,16.4906
5.616386413574219,11.0,16.616386
6.919940948486328,10.0,16.91994
6.397665023803711,10.0,16.397665
5.778154373168945,11.0,16.778154
3.3425865173339844,13.0,16.342587
3.608867645263672,13.0,16.608868
7.077497482299805,10.0,17.077497
3.618387222290039,13.0,16.618387
5.707624435424805,11.0,16.707624
7.087574005126953,10.0,17.087574
5.753360748291016,11.0,16.75336
6.927570343017578,10.0,16.92757
3.027801513671875,13.0,16.027802
4.221485137939453,12.0,16.221485
3.2861557006835938,13.0,16.286156
3.5717086791992188,13.0,16.571709
5.328617095947266,11.0,16.328617
6.891763687133789,10.0,16.891764
5.287147521972656,11.0,16.287148
6.784626007080078,10.0,16.784626
5.714519500732422,11.0,16.71452
3.8557929992675763,13.000000000000002,16.855793
4.514673233032227,12.0,16.514673
3.243976593017578,13.0,16.243977
5.372161865234375,11.0,16.372162
3.3055191040039062,13.0,16.30552
5.24409294128418,11.0,16.244093
6.746957778930664,10.0,16.746958
5.833147048950195,11.0,16.833147
3.5545730590820312,13.0,16.554573
5.55461311340332,11.0,16.554613
5.661556243896484,11.0,16.661556
4.263849258422852,12.0,16.26385
6.349489212036133,10.0,16.34949
5.512163162231445,11.0,16.512163
5.114288330078125,11.0,16.114288
3.3558616638183594,13.0,16.355862
7.088115692138672,10.0,17.088116
5.653598785400391,11.0,16.653599
6.922863006591797,10.0,16.922863
7.138973236083984,10.0,17.138973
3.3771114349365217,13.000000000000002,16.377111
8.012325286865234,9.0,17.012325
3.1027450561523438,13.0,16.102745
6.2946014404296875,10.0,16.294601
2.893284797668457,13.0,15.893285
5.54376220703125,11.0,16.543762
6.897710800170898,10.0,16.89771
5.825351715087891,11.0,16.825352
3.7209320068359375,13.0,16.720932
5.779697418212889,11.000000000000002,16.779697
6.944818496704102,10.0,16.944818
7.023532867431641,10.0,17.023533
5.700075149536133,11.0,16.700075
4.304864883422852,12.0,16.304865
6.804870605468748,10.000000000000002,16.80487
4.708887100219727,12.0,16.708887
4.277423858642578,12.0,16.277424
6.813690185546875,10.0,16.81369
6.759576797485352,10.0,16.759577
6.848047256469727,10.0,16.848047
6.9287872314453125,10.0,16.928787
4.355215072631834,12.000000000000002,16.355215
4.7558441162109375,12.0,16.755844
5.692882537841797,11.0,16.692883
6.2511444091796875,10.0,16.251144
5.848743438720703,11.0,16.848743
3.2164478302001953,13.0,16.216448
5.416988372802734,11.0,16.416988
4.448785781860352,12.0,16.448786
3.100982666015625,13.0,16.100983
3.2916622161865234,13.0,16.291662
3.3074989318847656,13.0,16.307499
6.513950347900391,10.0,16.51395
6.084232330322266,11.0,17.084232
5.898277282714844,11.0,16.898277
5.490470886230469,11.0,16.49047
3.2766361236572266,13.0,16.276636
5.898853302001953,11.0,16.898853
5.858127593994141,11.0,16.858128
4.381616592407227,12.0,16.381617
6.818836212158203,10.0,16.818836
6.8388671875,10.0,16.838867
5.291069030761719,11.0,16.291069
3.0532569885253906,13.0,16.053257
6.848958969116211,10.0,16.848959
5.728614807128906,11.0,16.728615
5.986166000366211,11.0,16.986166
4.2289810180664045,12.000000000000002,16.228981
6.687540054321289,10.0,16.68754
5.263872146606445,11.0,16.263872
5.7669525146484375,11.0,16.766953
6.853523254394531,10.0,16.853523
6.102148056030272,10.000000000000002,16.102148
2.793581962585451,12.999999999999998,15.793582
2.79915714263916,13.0,15.799157
2.0938587188720685,14.000000000000002,16.093859
3.239662170410158,12.999999999999998,16.239662
6.27128791809082,10.0,16.271288
5.957025527954102,10.0,15.957026
3.0401573181152344,13.0,16.040157
6.2316951751709,9.999999999999998,16.231695
2.232744216918947,12.999999999999998,15.232744
1.9734287261962908,12.999999999999998,14.973429
2.5774154663085938,14.0,16.577415
5.578105926513672,10.0,15.578106
2.09440231323242,14.000000000000002,16.094402
6.045192718505859,10.0,16.045193
2.7546157836914062,14.0,16.754616
3.0279159545898438,13.0,16.027916
5.152107238769531,10.0,15.152107
2.257617950439453,14.0,16.257618
3.237309455871582,12.0,15.237309
1.2458305358886719,15.0,16.24583
2.5925521850585938,14.0,16.592552
2.626565933227541,12.999999999999998,15.626566
2.7727127075195312,12.0,14.772713
1.8212337493896484,14.0,15.821234
2.8337059020996094,14.0,16.833706
2.6105079650878906,14.0,16.610508
2.4676437377929688,14.0,16.467644
2.09649658203125,13.0,15.096497
2.6191329956054705,13.999999999999998,16.619133
1.518763542175293,14.0,15.518764
2.8111963272094727,13.0,15.811196
2.283723831176758,14.0,16.283724
2.4590539932250977,13.0,15.459054
3.6174125671386737,11.999999999999998,15.617413
6.316780090332033,9.999999999999998,16.31678
2.8835468292236346,12.999999999999998,15.883547
6.0034236907959,9.999999999999998,16.003424
2.600046157836914,13.0,15.600046
3.1761245727539062,13.0,16.176125
1.4514760971069336,14.0,15.451476
2.6780872344970703,13.0,15.678087
3.145709991455078,13.0,16.14571
3.270927429199217,13.000000000000002,16.270927
2.8325328826904315,12.999999999999998,15.832533
2.525670051574707,13.0,15.52567
6.153736114501953,10.0,16.153736
2.805172920227049,12.000000000000002,14.805173
3.266756057739256,13.000000000000002,16.266756
2.663351058959961,14.0,16.663351
2.9095573425292987,13.999999999999998,16.909557
1.493492126464842,15.000000000000002,16.493492
2.0442352294921875,14.0,16.044235
1.3150749206542987,14.999999999999998,16.315075
2.517677307128908,12.999999999999998,15.517677
2.422450065612791,13.000000000000002,15.42245
2.406963348388672,13.0,15.406963
2.300051689147951,12.999999999999998,15.300052
5.923462867736816,10.0,15.923463
6.155391693115234,10.0,16.155392
2.4497184753417987,13.999999999999998,16.449718
2.297658920288086,13.0,15.297659
3.296506881713867,12.0,15.296507
1.3571090698242188,15.0,16.35711
3.5449256896972656,12.0,15.544926
2.3342323303222674,13.999999999999998,16.334232
2.1083717346191406,14.0,16.108372
2.0411014556884766,13.0,15.041101
0.9636459350585938,15.0,15.963646
2.921131134033205,12.999999999999998,15.921131
2.8851051330566406,13.0,15.885105
2.32525634765625,13.0,15.325256
3.497317314147951,11.999999999999998,15.497317
2.503263473510742,14.0,16.503263
1.855360984802246,14.0,15.855361
2.4357795715332013,14.000000000000002,16.43578
6.3377227783203125,10.0,16.337723
2.8756656646728516,12.0,14.875666
3.5814380645751953,12.0,15.581438
2.386205673217775,13.999999999999998,16.386206
2.215024948120117,13.0,15.215025
2.578029632568361,13.999999999999998,16.57803
2.32368850708008,12.999999999999998,15.3236885
2.309663772583008,14.0,16.309664
5.884364128112793,10.0,15.884364
2.3419246673583967,14.000000000000002,16.341925
3.230417251586916,11.999999999999998,15.230417
2.5013389587402344,14.0,16.501339
3.0814208984375,13.0,16.08142
2.2975139617919904,14.000000000000002,16.297514
6.231166839599611,9.999999999999998,16.231167
2.62276077270508,13.999999999999998,16.62276
2.56795120239258,13.999999999999998,16.567951
1.993253707885744,12.999999999999998,14.993254
1.0591907501220703,15.0,16.05919
3.0525550842285174,12.999999999999998,16.052555
2.857150077819824,13.0,15.85715
1.779356002807619,13.999999999999998,15.779356
2.178720474243166,12.999999999999998,15.17872
2.1835632324218732,14.000000000000002,16.183563
2.844530105590822,12.999999999999998,15.84453
6.054996490478516,10.0,16.054996
2.903925895690918,13.0,15.903926
2.4616966247558594,14.0,16.461697
6.580488204956055,10.0,16.580488
3.102853775024416,12.999999999999998,16.102854
3.6623172760009783,11.999999999999998,15.662317
2.432239532470703,14.0,16.43224
1.5559539794921893,13.999999999999998,15.555954
5.974125862121584,9.999999999999998,15.974126
3.112934112548828,13.0,16.112934
2.7544860839843768,12.999999999999998,15.754486
2.4316787719726562,13.0,15.431679
2.2309112548828143,13.999999999999998,16.230911
2.0058670043945312,14.0,16.005867
2.9704017639160156,13.0,15.970402
4.969789505004885,9.999999999999998,14.9697895
5.3886566162109375,10.0,15.388657
1.8599843978881836,14.0,15.859984
2.0022411346435547,14.0,16.002241
2.8426132202148455,13.999999999999998,16.842613
2.1901588439941406,14.0,16.190159
5.932852745056151,10.000000000000002,15.932853
2.3021106719970703,13.0,15.302111
2.19391441345215,12.999999999999998,15.193914
3.266469955444336,13.0,16.26647
1.7330713272094709,14.000000000000002,15.733071
2.6601314544677734,13.0,15.660131
2.057788848876953,13.0,15.057789
2.2691879272460955,12.999999999999998,15.269188
6.293663024902344,10.0,16.293663
2.461942672729494,13.999999999999998,16.461943
5.150970458984377,9.999999999999998,15.15097
3.1115474700927734,13.0,16.111547
2.2502918243408203,13.0,15.250292
4.415658950805664,11.0,15.415659
2.5546875,13.0,15.5546875
0.8876533508300763,15.000000000000002,15.887653
2.533435821533205,13.999999999999998,16.533436
2.461343765258791,13.999999999999998,16.461344
2.643918991088867,14.0,16.643919
2.8563346862792987,12.999999999999998,15.856335
6.395381927490234,10.0,16.395382
3.4657211303710938,13.0,16.465721
2.6965112686157227,13.0,15.696511
1.8886632919311523,14.0,15.888663
6.034008026123047,10.0,16.034008
2.4991188049316406,14.0,16.499119
3.3083858489990234,13.0,16.308386
2.232349395751953,14.0,16.23235
0.17569732666015625,17.0,16.824303
0.4991931915283221,15.999999999999998,16.499193
0.6311511993408168,16.000000000000004,16.631151
0.4008979797363281,16.0,16.400898
0.40322685241699396,15.999999999999998,16.403227
0.2335205078125,17.0,17.23352
1.0049171447753906,18.0,16.995083
0.4581718444824219,16.0,16.458172
0.2507972717285121,17.000000000000004,17.250797
1.147769927978512,16.000000000000004,17.14777
1.0687370300292969,16.0,17.068737
0.30188941955566406,16.0,16.30189
0.1354827880859375,17.0,16.864517
0.5279884338378906,16.0,16.527988
0.07357406616210938,17.0,17.073574
0.661941528320309,16.999999999999996,16.338058
0.7217922210693359,17.0,16.278208
0.5542488098144531,17.0,16.445751
0.14457130432128906,16.0,16.144571
0.36406707763671875,17.0,16.635933
0.6844120025634766,17.0,16.315588
0.40258026123046875,16.0,16.40258
1.127889633178711,16.0,17.12789
0.6497459411621129,17.000000000000004,16.350254
0.5125942230224609,16.0,16.512594
0.2717170715332031,16.0,16.271717
0.25259399414062145,16.000000000000004,16.252594
0.28719329833984375,16.0,16.287193
0.9365711212158203,16.0,16.936571
0.3226966857910156,16.0,16.322697
0.5130577087402344,16.0,16.513058
0.5170097351074219,16.0,16.51701
0.36994171142578125,16.0,16.369942
0.7833213806152344,17.0,16.216679
1.0886650085449219,16.0,17.088665
0.11013412475585582,17.000000000000004,17.110134
0.9033889770507812,17.0,16.096611
0.32892036437987926,17.000000000000004,17.32892
1.1490669250488281,16.0,17.149067
0.8492698669433594,17.0,16.15073
0.6633090972900391,16.0,16.66331
0.6462326049804652,16.000000000000004,16.646233
0.29915809631347656,16.0,16.299158
0.8006019592285192,17.000000000000004,16.199398
0.6054344177246094,16.0,16.605434
0.8350791931152344,16.0,16.83508
0.061016082763671875,17.0,17.061016
0.5233440399169922,17.0,16.476656
0.40964317321777344,16.0,16.409643
0.2733154296875,16.0,16.273315
0.42053985595703125,16.0,16.42054
0.7714366912841797,17.0,16.228563
0.2646923065185547,16.0,16.264692
0.6376132965087891,17.0,16.362387
1.179101943969723,16.000000000000004,17.179102
0.6013050079345703,17.0,16.398695
0.9817600250244105,16.000000000000004,16.98176
0.6241989135742188,17.0,16.375801
0.10439300537109375,17.0,16.895607
0.01109123229980824,17.000000000000004,16.988909
0.2945442199707031,16.0,16.294544
1.0672588348388636,16.000000000000004,17.067259
0.9635009765625,16.0,16.963501
0.6323738098144531,17.0,16.367626
0.9382400512695312,16.0,16.93824
0.7373619079589808,16.999999999999996,16.262638
0.4934959411621094,16.0,16.493496
0.4050865173339844,17.0,16.594913
0.6542015075683629,17.000000000000004,16.345798
0.9682445526123047,16.0,16.968245
0.4750747680664027,16.000000000000004,16.475075
1.1060371398925781,16.0,17.106037
1.1105079650878906,16.0,17.110508
0.288330078125,16.0,16.28833
0.37589263916015625,16.0,16.375893
0.2490730285644549,15.999999999999998,16.249073
0.1718769073486328,17.0,17.171877
0.34564208984375,17.0,16.654358
1.028066635131836,16.0,17.028067
0.26279640197753906,16.0,16.262796
1.0802993774414062,16.0,17.0803
1.5285911560058612,14.999999999999998,16.528591
1.0108261108398438,16.0,17.010826
0.3201866149902344,16.0,16.320187
0.1750564575195348,17.000000000000004,16.824944
0.7718315124511719,17.0,16.228168
0.9388828277587891,16.0,16.938883
0.1646862030029297,16.0,16.164686
0.3426952362060547,16.0,16.342695
0.5193939208984375,16.0,16.519394
0.06602096557617543,17.000000000000004,16.933979
0.23725891113281428,15.999999999999998,16.237259
